road_id,road_type,road_length_km,road_condition,road_width_m,traffic_level,elevation_m,slope_degree,rainfall_mm,temperature_c,previous_disruptions,previous_accidents,flood,landslide,bridge_damage,road_accessible,risk_score,risk_category
R01311,Highway,2.61,1,10.54,0,1512.9,2.3,59.05,34.95,1,2,0,0,0,1,0.12307193088718568,Safe
R01312,Village Road,10.42,2,11.1,0,969.2,4.83,33.32,15.16,3,0,0,0,0,1,0.13862662207407156,Safe
R01313,District Road,9.56,3,7.23,1,63.2,30.85,122.1,20.2,4,1,0,1,1,0,0.5624581145281398,High
R01314,Village Road,19.06,1,5.16,1,1928.8,17.0,114.65,27.79,0,2,0,0,1,1,0.28865733171798524,Moderate
R01315,District Road,18.92,1,11.51,2,1070.9,12.67,45.02,27.6,3,2,1,0,0,1,0.3164435530039917,Moderate
R01316,District Road,15.7,2,9.62,1,818.7,8.04,39.8,24.36,2,2,0,0,0,1,0.16763171656182654,Safe
R01317,District Road,12.24,0,8.76,3,1798.1,25.77,61.97,33.8,1,1,0,1,0,1,0.40435995502851796,Moderate
R01318,District Road,9.37,0,9.71,2,1165.0,15.64,23.48,16.17,4,2,0,0,0,1,0.12292509078493219,Safe
R01319,Highway,7.45,2,3.68,1,1752.3,22.86,45.0,24.22,1,4,0,0,0,1,0.15290346906547989,Safe
R01320,Highway,18.97,0,3.61,1,82.3,43.14,66.1,30.26,2,0,0,0,0,1,0.14938929570178147,Safe
R01321,State Highway,12.26,0,4.38,2,73.1,34.12,28.58,15.81,3,4,0,1,0,1,0.34659107846054305,Moderate
R01322,State Highway,11.79,0,4.33,0,1421.8,35.82,22.57,31.78,2,3,0,0,1,1,0.23228155464362824,Safe
R01323,Village Road,5.02,1,6.79,3,2456.4,5.59,33.81,25.98,1,0,0,0,0,1,0.10154864095213471,Safe
R01324,State Highway,1.41,3,4.42,1,717.3,14.62,32.1,19.53,3,0,0,0,0,1,0.14304598696625537,Safe
R01325,Village Road,18.93,1,10.69,3,1723.1,4.78,40.81,26.19,1,0,0,0,0,1,0.12156926278821663,Safe
R01326,State Highway,6.62,1,8.2,3,472.0,43.58,115.13,33.2,0,2,0,0,0,1,0.2778687279149468,Moderate
R01327,State Highway,9.13,3,6.31,1,813.3,30.7,53.98,34.7,1,2,1,0,0,0,0.40851104813634215,Moderate
R01328,Village Road,2.74,3,3.63,0,241.3,0.87,44.34,17.04,3,4,0,0,0,1,0.11725461113792848,Safe
R01329,District Road,16.82,1,8.32,1,2207.9,21.4,70.34,32.73,0,1,0,0,0,1,0.2070693182255944,Safe
R01330,District Road,1.04,3,4.05,1,810.6,11.86,85.37,10.96,0,3,0,0,0,1,0.21202661255934876,Safe
R01331,District Road,16.76,1,9.69,2,614.6,24.3,93.77,10.18,1,0,1,1,0,1,0.6203736234161681,High
R01332,District Road,3.24,0,10.22,0,1840.0,8.04,75.24,25.04,1,3,0,0,1,1,0.17146399166983425,Safe
R01333,State Highway,17.79,0,7.9,1,538.6,2.56,85.16,22.04,0,1,0,0,0,1,0.07315790653765963,Safe
R01334,Village Road,14.73,1,4.35,3,638.7,14.54,31.59,21.73,1,1,0,0,0,1,0.10185132986749965,Safe
R01335,Village Road,3.71,1,10.08,3,303.9,13.3,17.9,15.85,3,3,0,0,0,1,0.19353913167400216,Safe
R01336,District Road,11.53,1,5.77,0,2409.0,32.26,36.73,24.94,2,0,1,1,0,1,0.5441514933442679,High
R01337,State Highway,6.6,1,5.0,2,656.7,21.35,140.56,10.42,2,1,0,0,1,1,0.3470808342759488,Moderate
R01338,District Road,3.98,0,7.24,0,2489.4,13.11,101.57,20.85,0,1,1,0,0,1,0.3108846794821471,Moderate
R01339,Highway,17.25,0,11.3,2,481.6,25.67,50.73,19.17,4,0,0,0,0,1,0.1742145391206527,Safe
R01340,Highway,8.37,1,5.68,0,100.6,3.21,8.06,14.83,1,1,0,0,0,1,0.0,Safe
R01341,State Highway,8.27,0,11.15,3,2244.4,29.81,148.71,22.77,1,1,1,0,1,1,0.5477643073713605,High
R01342,District Road,3.81,1,3.48,2,1471.0,6.63,71.15,27.26,2,1,0,0,0,1,0.16788227441176057,Safe
R01343,Village Road,7.97,1,3.75,1,911.0,12.59,194.31,30.32,2,3,1,1,0,1,0.5874913412110108,High
R01344,District Road,17.5,1,9.29,0,1307.7,12.7,114.3,21.56,0,0,0,0,1,1,0.22985537390126018,Safe
R01345,District Road,7.58,0,4.72,0,688.8,20.96,87.16,16.0,0,0,1,0,0,1,0.2889392582469533,Moderate
R01346,District Road,19.06,1,5.85,2,1605.2,42.89,31.87,15.25,1,2,0,0,0,1,0.2194474829726437,Safe
R01347,State Highway,18.95,2,4.23,2,1560.3,14.61,33.18,24.48,3,1,1,0,0,1,0.3359117410668209,Moderate
R01348,State Highway,3.33,3,5.99,2,246.5,12.66,46.47,19.73,2,1,0,0,0,1,0.26052211761782257,Moderate
R01349,Village Road,3.96,2,5.52,2,2281.2,7.6,93.53,17.94,1,1,0,0,1,1,0.28028485209270976,Moderate
R01350,Highway,17.32,1,9.63,2,1178.3,17.64,68.72,23.07,2,2,0,0,0,1,0.19783179698457748,Safe
R01351,Village Road,8.16,0,9.32,3,528.1,8.19,172.88,23.91,1,1,1,0,0,1,0.34527532406856204,Moderate
R01352,District Road,0.59,1,11.59,2,803.1,6.2,66.58,15.85,4,2,0,1,0,1,0.38675049917522686,Moderate
R01353,District Road,5.84,3,9.52,0,2172.2,38.58,105.82,19.46,0,1,0,1,0,0,0.45930228319421357,Moderate
R01354,District Road,12.15,0,9.25,2,988.8,2.37,31.15,27.69,2,0,0,0,0,1,0.09822290173825311,Safe
R01355,District Road,16.09,0,9.25,1,1426.8,31.99,193.76,19.68,2,2,0,0,1,1,0.2954060273563292,Moderate
R01356,Village Road,3.1,0,10.95,3,2371.8,9.12,33.38,21.1,2,3,1,0,0,1,0.2966957701696563,Moderate
R01357,Village Road,2.66,2,5.67,1,1646.7,0.53,65.97,26.0,3,2,0,0,1,1,0.2106506935304296,Safe
R01358,District Road,18.48,1,5.7,0,1705.5,35.78,145.16,14.77,1,1,0,0,1,1,0.3084188049109644,Moderate
R01359,State Highway,15.15,0,9.67,0,659.0,31.6,55.5,31.67,1,2,0,0,0,1,0.11496376463155748,Safe
R01360,District Road,12.0,2,5.06,2,1687.3,15.04,56.37,18.46,2,1,0,0,0,1,0.1772359027158781,Safe
R01361,Village Road,15.5,1,11.21,0,1014.8,3.57,31.45,27.19,0,0,0,0,0,1,0.04724222614370517,Safe
R01362,State Highway,8.86,0,7.81,3,2282.1,16.23,68.6,17.43,3,0,1,1,0,1,0.5278487351862563,High
R01363,District Road,15.29,0,5.7,0,367.4,8.16,99.64,26.2,3,1,0,0,1,1,0.2039538569869986,Safe
R01364,District Road,7.75,0,9.98,0,749.8,41.96,198.15,16.93,4,1,1,1,0,1,0.6489062890940945,High
R01365,District Road,5.26,1,5.81,0,211.7,23.83,58.52,28.7,2,2,0,0,0,1,0.09635681777232802,Safe
R01366,Highway,14.72,0,11.67,0,983.2,43.37,137.04,12.62,1,3,1,0,0,1,0.42832395766828646,Moderate
R01367,District Road,8.68,1,11.85,1,413.5,15.81,27.8,17.69,2,1,0,0,0,1,0.10922648106423735,Safe
R01368,Village Road,19.64,2,9.0,1,2120.6,25.04,109.91,24.19,1,1,1,0,0,1,0.44571829040242567,Moderate
R01369,State Highway,7.31,1,4.02,0,2316.4,8.56,111.13,25.83,1,0,0,1,0,1,0.32976130777751145,Moderate
R01370,State Highway,18.47,0,5.37,0,1690.1,36.38,174.07,13.45,1,3,1,1,0,1,0.643173890602026,High
R01371,Village Road,18.69,1,7.64,1,303.2,1.85,16.99,17.99,0,0,0,0,1,1,0.19141978469240106,Safe
R01372,State Highway,5.22,2,10.66,2,887.0,31.3,27.83,12.54,2,2,1,1,0,0,0.6556246532286916,High
R01373,Village Road,16.07,0,4.66,1,2413.0,17.62,108.58,30.86,0,3,0,0,0,1,0.1034049270437094,Safe
R01374,District Road,8.94,0,3.94,0,383.9,26.03,318.48,34.59,2,1,1,1,1,1,0.7652669101689457,Critical
R01375,State Highway,18.39,1,3.67,1,1413.4,26.65,37.76,17.1,3,2,0,0,0,1,0.1569970184685766,Safe
R01376,Village Road,9.28,1,7.56,1,914.7,31.99,112.56,22.08,1,0,0,0,0,1,0.23996185528254269,Safe
R01377,District Road,15.01,0,10.96,1,2497.9,9.19,96.89,22.66,0,1,0,0,0,1,0.18938616371437025,Safe
R01378,District Road,9.61,2,3.38,1,749.2,23.91,80.22,14.11,0,3,1,0,0,1,0.3471964474242464,Moderate
R01379,State Highway,4.94,1,4.91,3,167.0,19.21,82.63,26.69,3,1,0,1,0,1,0.4352928943453707,Moderate
R01380,District Road,4.39,3,9.24,0,1770.3,12.7,13.79,22.92,2,1,0,0,0,1,0.08932576505183187,Safe
R01381,State Highway,8.8,0,10.43,0,850.5,22.31,163.5,22.85,1,2,0,1,0,1,0.3186566489642473,Moderate
R01382,State Highway,15.23,2,10.27,0,1661.1,42.84,113.98,11.46,3,5,1,0,0,1,0.4709855804484393,Moderate
R01383,Village Road,12.3,0,10.07,1,306.4,42.7,43.68,12.0,5,0,0,1,1,1,0.468059420335911,Moderate
R01384,State Highway,13.93,1,4.17,0,1331.5,12.55,78.47,34.11,3,1,1,0,0,1,0.30552319909732906,Moderate
R01385,District Road,6.01,1,6.58,1,969.3,39.79,73.34,33.49,2,1,0,0,1,1,0.36386552092335467,Moderate
R01386,State Highway,9.89,1,11.86,3,1365.1,39.45,36.17,10.46,3,2,0,0,0,1,0.22631854298953671,Safe
R01387,Village Road,1.37,2,11.9,0,2141.0,11.23,52.48,23.51,1,3,0,1,0,0,0.34867230452504183,Moderate
R01388,Highway,16.44,0,8.42,1,2433.2,26.95,40.84,11.62,1,2,0,0,0,1,0.15875367548411265,Safe
R01389,Village Road,19.8,1,9.38,2,1895.2,39.15,121.8,29.83,1,2,1,0,1,1,0.5264818938820353,High
R01390,District Road,8.43,0,11.56,0,1928.8,23.17,39.4,11.23,3,0,0,0,0,1,0.12377394291168647,Safe
R01391,State Highway,0.71,2,7.05,0,1345.9,16.64,234.45,23.73,3,2,1,0,0,1,0.5115596751553356,High
R01392,Highway,3.81,0,4.23,1,288.6,29.29,67.31,25.48,5,0,0,0,0,1,0.11207474400391211,Safe
R01393,State Highway,13.22,2,9.02,0,1684.3,7.76,111.61,12.4,1,2,0,0,0,1,0.20198885551446888,Safe
R01394,District Road,12.44,2,11.64,2,412.1,7.28,27.89,24.86,3,1,0,0,0,1,0.14538850660913932,Safe
R01395,State Highway,15.86,2,9.27,0,651.9,37.47,35.84,33.54,4,1,0,1,0,0,0.39040695203532505,Moderate
R01396,Village Road,5.45,0,10.23,1,1783.6,1.88,140.41,12.43,2,2,1,0,0,1,0.35670418869515963,Moderate
R01397,District Road,15.39,1,6.8,2,1659.6,36.16,9.12,27.12,0,0,0,0,0,1,0.2310285402142634,Safe
R01398,State Highway,13.92,0,3.87,0,820.1,13.07,35.53,16.78,3,0,0,0,0,1,0.06248159058709129,Safe
R01399,District Road,6.79,2,4.52,0,1941.5,21.74,71.45,16.84,3,1,1,0,0,1,0.4133128267267575,Moderate
R01400,District Road,11.14,2,11.84,0,2351.3,24.46,160.72,23.6,6,0,1,1,1,0,0.7139300683274571,High
R01401,State Highway,3.37,1,7.44,2,1385.9,34.52,89.12,33.2,4,0,0,1,0,1,0.4282102918678622,Moderate
R01402,State Highway,9.33,2,3.11,2,1710.3,39.77,119.31,15.77,2,0,0,1,0,0,0.4634494113654985,Moderate
R01403,Highway,17.68,0,11.6,0,715.9,36.19,86.84,34.83,3,2,1,0,0,1,0.3553828167703214,Moderate
R01404,District Road,8.71,1,7.48,2,2428.5,25.76,59.36,12.29,0,3,0,0,0,1,0.2247813353010714,Safe
R01405,District Road,16.87,0,10.53,2,720.6,15.66,117.83,33.5,0,1,1,0,0,1,0.3453944306337812,Moderate
R01406,District Road,12.01,3,7.94,3,2224.2,23.7,195.77,10.45,4,4,1,0,0,0,0.5368153710699114,High
R01407,Village Road,4.24,2,3.92,1,2323.3,1.35,87.99,14.05,2,2,0,0,0,1,0.24051826226445572,Safe
R01408,Village Road,11.83,2,8.54,2,1813.1,11.02,38.17,34.41,2,3,0,0,0,1,0.19391228237504118,Safe
R01409,District Road,10.37,3,11.98,1,2038.4,16.48,9.06,16.65,1,4,0,0,0,1,0.18542269860289518,Safe
R01410,Village Road,8.27,0,3.31,2,1171.7,14.39,76.32,10.18,2,0,1,0,0,1,0.32668628869641847,Moderate
R01411,State Highway,2.83,3,10.58,0,2302.9,4.28,169.59,32.13,2,2,1,0,0,0,0.41077303504849916,Moderate
R01412,Highway,8.63,0,5.12,0,1869.5,2.28,16.5,32.85,0,2,0,0,0,1,0.01935913451686257,Safe
R01413,State Highway,1.92,2,6.54,2,850.5,18.93,55.41,28.61,0,1,1,0,0,1,0.4313100474630199,Moderate
R01414,Highway,2.43,2,6.35,2,135.6,3.37,184.72,33.49,6,2,1,0,0,1,0.4456614084106818,Moderate
R01415,District Road,8.61,0,11.09,1,1374.9,12.88,13.53,16.64,0,1,0,0,0,1,0.08917645472159828,Safe
R01416,Village Road,6.45,1,7.54,1,2109.6,21.37,122.35,26.13,2,1,0,0,0,1,0.1313533642192892,Safe
R01417,Highway,18.55,0,7.02,1,2158.6,9.45,57.9,28.56,3,1,0,0,0,1,0.13650878679388528,Safe
R01418,Highway,7.83,3,10.36,0,2096.0,3.58,52.03,34.34,5,1,1,0,1,0,0.44669461780879066,Moderate
R01419,District Road,15.28,0,3.44,0,576.1,19.45,40.59,32.45,3,3,0,0,0,1,0.11538342350721154,Safe
R01420,Village Road,10.84,1,3.78,0,1094.1,20.18,139.91,11.48,5,3,1,0,0,1,0.4104610444359059,Moderate
R01421,State Highway,14.23,2,3.2,1,1553.9,41.2,92.8,18.48,4,1,0,0,0,1,0.24040968360974055,Safe
R01422,District Road,5.57,0,9.19,0,1685.5,5.75,101.16,25.38,1,3,1,0,0,1,0.38116360579284175,Moderate
R01423,Highway,18.87,1,7.73,0,869.7,27.67,73.1,31.38,1,1,1,1,0,1,0.5686737421204408,High
R01424,Highway,10.84,1,10.88,3,1747.0,14.39,84.03,16.99,4,1,1,1,0,1,0.6688319911597524,High
R01425,Village Road,16.71,0,7.49,0,1497.7,5.56,10.07,10.2,3,4,0,0,0,1,0.08227267547150105,Safe
R01426,Village Road,7.62,2,5.0,2,1438.6,17.69,41.66,14.67,1,2,0,0,0,1,0.18324046938412972,Safe
R01427,Highway,2.45,0,10.25,2,1674.4,19.26,45.75,20.63,1,2,0,0,0,1,0.04350673173486126,Safe
R01428,Village Road,13.64,0,5.65,0,1528.3,16.36,84.71,11.53,0,1,1,1,0,1,0.5454345757849229,High
R01429,District Road,0.65,1,11.42,0,458.8,34.46,43.97,11.06,1,3,0,0,0,1,0.09571022232331403,Safe
R01430,Village Road,9.77,1,5.25,1,2192.3,37.76,105.78,20.04,5,2,1,1,1,0,0.6776368306455653,High
R01431,District Road,4.26,3,4.51,1,639.4,6.69,120.41,26.2,2,2,0,0,0,1,0.2856127231819914,Moderate
R01432,District Road,12.73,2,7.44,1,1874.0,7.56,119.69,27.76,0,0,1,0,0,1,0.2999268905519423,Moderate
R01433,District Road,19.6,1,3.45,1,482.3,18.95,134.93,23.32,1,0,0,0,0,1,0.15108161337821485,Safe
R01434,District Road,9.56,1,3.33,3,1669.4,14.41,89.26,20.9,2,0,0,0,0,1,0.22704077781323437,Safe
R01435,Highway,16.44,0,7.46,0,2244.4,36.88,55.98,10.47,2,1,0,0,0,1,0.1050630862267623,Safe
R01436,Highway,10.4,0,4.94,2,73.8,44.86,30.44,16.56,1,1,0,0,0,1,0.1316719861304066,Safe
R01437,State Highway,10.17,1,3.08,0,2450.2,8.15,52.79,26.75,1,3,0,0,0,1,0.043532238808178816,Safe
R01438,District Road,18.64,2,5.66,1,122.7,34.31,41.85,21.24,0,0,0,0,1,1,0.2864838063817219,Moderate
R01439,State Highway,17.85,0,7.3,0,77.9,27.33,51.0,16.6,2,2,0,0,0,1,0.08359036800346613,Safe
R01440,District Road,15.82,0,6.55,1,2151.0,29.0,118.35,15.74,2,2,0,1,0,1,0.3658514565034257,Moderate
R01441,Village Road,6.28,1,4.22,2,1786.3,11.9,295.44,10.43,2,1,1,1,0,1,0.725964106469072,High
R01442,Highway,11.13,0,8.22,0,309.2,4.37,339.16,30.63,1,0,0,1,0,1,0.4167215673942253,Moderate
R01443,District Road,4.87,2,9.39,0,2346.7,24.45,103.95,31.95,2,2,0,0,0,1,0.23807669610735205,Safe
R01444,District Road,9.16,1,9.08,1,1696.2,27.61,57.38,19.14,2,0,0,0,0,1,0.12695059420926613,Safe
R01445,Village Road,9.94,1,6.54,0,322.1,43.34,61.28,27.53,2,1,0,0,0,1,0.18197048687485734,Safe
R01446,State Highway,16.72,0,4.24,2,2158.4,30.39,13.26,11.62,4,0,0,0,0,1,0.18874002219409042,Safe
R01447,District Road,17.97,3,7.5,2,1228.2,19.97,40.91,32.22,2,3,0,1,0,0,0.47792643347881447,Moderate
R01448,Village Road,8.59,0,11.01,2,731.4,44.73,67.89,32.67,3,2,0,0,0,1,0.20920308829970977,Safe
R01449,Village Road,0.85,2,7.22,1,2071.4,16.8,145.33,13.92,5,1,0,0,0,1,0.18875954835721423,Safe
R01450,District Road,17.3,1,4.76,1,1859.2,7.32,74.95,29.52,2,2,0,0,0,1,0.12852507510632571,Safe
R01451,District Road,3.9,2,3.84,0,1576.5,27.81,132.02,21.83,1,1,0,1,0,0,0.418258806832845,Moderate
R01452,District Road,12.63,2,11.5,2,2251.4,11.98,125.93,27.03,2,4,1,1,1,0,0.7518968528947648,Critical
R01453,Village Road,0.99,0,9.69,1,2160.1,41.5,46.89,21.87,1,1,0,0,0,1,0.2575515227396898,Moderate
R01454,District Road,8.29,2,5.82,3,605.6,19.25,59.85,11.97,4,1,0,0,0,1,0.20057678527053585,Safe
R01455,Highway,19.73,1,5.66,3,2202.8,6.73,82.95,31.0,3,0,0,0,0,1,0.1715593415657611,Safe
R01456,Village Road,2.46,0,11.06,3,966.4,6.37,85.71,12.14,1,1,0,1,0,1,0.2543006798464417,Moderate
R01457,District Road,8.76,0,4.6,1,1107.8,29.23,256.73,19.0,2,1,1,1,0,1,0.6270869632770443,High
R01458,District Road,6.49,1,7.82,1,2432.2,16.47,40.73,34.65,2,2,0,0,0,1,0.15784610104874017,Safe
R01459,State Highway,18.15,1,9.42,2,1911.7,16.37,142.23,20.67,0,0,0,0,0,1,0.1583155463818073,Safe
R01460,District Road,17.45,2,6.57,2,837.6,27.55,71.01,30.51,2,2,0,1,0,0,0.34471729725369127,Moderate
R01461,State Highway,5.14,2,3.36,2,1637.4,9.97,154.56,14.22,2,0,0,0,0,1,0.3151307719329742,Moderate
R01462,District Road,2.08,1,5.05,0,1371.3,6.54,256.28,30.75,1,2,1,1,0,1,0.6364353494266772,High
R01463,Highway,12.73,2,11.12,2,335.7,29.58,67.26,21.53,1,0,1,0,0,1,0.41085220991824845,Moderate
R01464,District Road,7.06,1,7.71,1,2225.0,0.24,113.37,22.75,5,0,1,0,0,1,0.3201849907184245,Moderate
R01465,Village Road,13.61,0,10.34,1,2063.6,40.83,110.77,34.22,1,0,1,1,0,1,0.5858839066787015,High
R01466,Highway,1.13,3,8.0,2,1955.4,8.23,28.28,32.15,1,2,0,0,0,1,0.18820699576724004,Safe
R01467,Village Road,3.1,0,11.49,1,1419.9,20.15,113.34,18.69,1,1,0,1,0,1,0.37425026725696975,Moderate
R01468,District Road,13.88,1,11.18,2,591.1,9.52,29.55,33.74,2,3,0,0,0,1,0.09919872248937234,Safe
R01469,Village Road,4.64,2,7.35,1,2215.5,9.82,72.15,12.58,2,1,0,0,0,1,0.13642399152064702,Safe
R01470,Village Road,17.22,1,5.86,1,914.8,37.58,95.91,10.65,2,1,0,0,0,1,0.17240114260015496,Safe
R01471,District Road,1.64,0,8.42,0,99.3,26.33,105.6,23.32,1,2,0,0,0,1,0.14860817834195686,Safe
R01472,District Road,4.7,0,9.07,1,2455.3,14.02,45.45,29.25,1,2,0,0,0,1,0.12122301766168428,Safe
R01473,Village Road,19.97,1,7.49,1,2159.8,11.3,128.67,15.52,1,1,1,0,0,1,0.4091146047065811,Moderate
R01474,District Road,8.94,3,10.4,1,1575.6,9.58,48.87,12.01,1,1,0,0,0,1,0.19564394211892083,Safe
R01475,State Highway,14.21,1,4.65,2,80.4,24.95,176.89,31.14,4,2,1,0,0,1,0.44729547892753696,Moderate
R01476,District Road,4.06,1,6.01,1,607.9,32.89,174.65,34.66,0,1,0,1,0,1,0.4569862658660168,Moderate
R01477,Village Road,12.39,0,9.18,2,1157.5,11.41,61.99,27.36,3,2,0,1,0,1,0.3186646612603082,Moderate
R01478,Village Road,14.66,0,5.22,1,1588.8,14.95,152.57,34.38,4,1,1,0,0,1,0.40589251256634223,Moderate
R01479,Village Road,6.63,0,6.96,2,1785.0,32.42,111.79,30.82,1,1,0,0,0,1,0.1929538703734599,Safe
R01480,District Road,16.66,0,11.67,0,1981.3,33.18,91.62,16.3,3,3,1,0,0,1,0.4062630388657691,Moderate
R01481,Village Road,12.27,1,8.63,0,1411.4,9.33,125.01,12.74,1,1,1,0,0,1,0.4174598039847659,Moderate
R01482,Highway,8.09,0,11.54,2,1657.6,17.2,98.93,30.22,4,3,0,0,0,1,0.1825466509584984,Safe
R01483,District Road,11.37,0,9.5,0,2037.5,39.15,146.6,26.49,1,1,1,0,0,1,0.32827363071911064,Moderate
R01484,Highway,11.75,2,9.52,3,1813.6,33.31,39.6,30.32,2,1,0,0,0,1,0.20673849929771337,Safe
R01485,State Highway,3.73,2,8.33,0,2389.3,7.31,142.92,27.96,2,0,1,0,0,1,0.3733164513792689,Moderate
R01486,State Highway,8.35,3,4.28,3,2192.9,17.37,96.34,22.63,2,0,1,1,1,0,0.7761198991215391,Critical
R01487,State Highway,7.2,1,7.68,1,464.9,43.8,49.64,33.52,1,2,0,0,0,1,0.177544548004093,Safe
R01488,District Road,8.32,0,5.27,1,2371.2,23.64,70.73,28.84,1,0,1,0,0,1,0.29402345062723084,Moderate
R01489,State Highway,15.34,2,11.99,0,550.2,32.37,108.55,10.21,0,0,1,0,0,1,0.4095555162476695,Moderate
R01490,District Road,9.91,0,5.4,1,2478.6,4.14,96.97,27.61,5,2,0,0,0,1,0.08510528454902733,Safe
R01491,State Highway,18.84,1,5.08,0,1768.3,37.46,36.9,23.6,1,2,0,0,0,1,0.07660489797185091,Safe
R01492,State Highway,6.23,2,8.61,1,1587.5,27.22,33.34,13.46,1,0,0,1,0,0,0.4208601652405639,Moderate
R01493,State Highway,8.61,2,7.6,1,844.6,7.9,106.28,20.88,4,1,0,0,0,1,0.19985893021712758,Safe
R01494,Highway,15.85,3,3.19,2,376.1,17.11,61.38,23.1,5,1,0,0,1,0,0.3725895935639267,Moderate
R01495,District Road,11.15,2,4.17,2,359.1,3.74,147.28,21.71,2,2,1,1,0,0,0.5535289455920307,High
R01496,District Road,11.17,1,10.3,1,2173.1,34.97,121.25,20.86,0,1,0,1,0,1,0.37442473520278197,Moderate
R01497,District Road,1.54,0,7.35,0,1109.5,33.52,129.3,25.78,1,2,0,1,0,1,0.33282364422022437,Moderate
R01498,District Road,8.27,3,4.31,1,1421.6,22.06,42.6,26.46,3,2,0,1,0,0,0.272483673641339,Moderate
R01499,State Highway,5.78,0,7.19,2,2333.0,20.34,248.44,27.44,0,2,1,1,0,1,0.6740814079991299,High
R01500,Village Road,19.99,3,5.28,0,675.6,20.85,138.21,29.04,1,0,0,0,0,1,0.19387121072075678,Safe
R01501,District Road,6.51,0,5.01,1,1921.6,1.69,187.18,30.83,2,0,1,0,0,1,0.3098112155513495,Moderate
R01502,District Road,17.75,0,11.62,0,1202.6,16.57,54.68,24.35,1,1,0,0,0,1,0.1058056941733946,Safe
R01503,Highway,13.69,2,6.26,0,571.2,5.78,198.35,11.82,2,1,1,0,1,0,0.511001518245257,High
R01504,State Highway,7.15,0,3.42,1,2139.8,8.32,59.33,19.12,1,0,0,0,0,1,0.05170866875030068,Safe
R01505,State Highway,11.1,2,11.73,1,1715.9,43.3,87.51,10.09,3,1,0,1,0,0,0.5066958846345058,High
R01506,State Highway,16.89,0,10.15,1,282.6,11.78,76.72,24.88,2,2,1,0,1,1,0.4009201079393532,Moderate
R01507,District Road,17.73,2,5.29,2,1377.3,21.76,33.4,34.38,3,2,0,0,1,1,0.27651117952826576,Moderate
R01508,District Road,3.63,1,6.68,0,2136.8,39.95,28.19,30.68,3,0,0,0,0,1,0.14379598061449592,Safe
R01509,District Road,7.12,1,10.76,0,214.0,18.61,75.11,22.16,0,2,0,0,0,1,0.11100552854892702,Safe
R01510,Village Road,7.04,1,6.22,2,1069.9,23.79,74.27,27.7,4,0,1,0,0,1,0.36769947107220596,Moderate
R01511,Village Road,1.32,0,8.11,1,2022.8,7.6,152.81,28.55,2,1,0,0,0,1,0.1372954813802732,Safe
R01512,District Road,12.17,2,7.81,0,2153.0,12.83,82.14,24.87,2,2,0,0,0,1,0.11372149844561469,Safe
R01513,Village Road,17.17,0,6.61,2,1949.6,22.78,53.28,32.14,3,3,0,0,0,1,0.07078795421096698,Safe
R01514,Highway,7.94,1,8.76,1,799.0,16.42,212.26,18.05,1,1,1,0,0,1,0.5419475744616357,High
R01515,State Highway,14.93,1,7.26,0,1292.0,1.72,279.59,26.83,3,2,1,0,0,1,0.4631799686847843,Moderate
R01516,Highway,12.74,1,3.19,2,1866.1,18.04,29.22,11.62,2,2,0,0,0,1,0.16864769702441476,Safe
R01517,District Road,7.83,0,10.33,1,423.8,36.68,111.27,13.46,1,1,0,0,0,1,0.24798801979017654,Safe
R01518,Village Road,3.25,0,4.02,0,1507.7,5.22,22.31,33.46,1,1,0,0,0,1,0.0,Safe
R01519,State Highway,14.33,0,7.18,1,1814.9,0.84,54.65,23.58,2,2,0,0,0,1,0.032738054728976076,Safe
R01520,Village Road,17.16,2,8.22,1,2132.5,5.34,42.72,28.86,0,1,0,0,0,1,0.1081580259201292,Safe
R01521,Highway,13.87,0,9.35,3,323.6,30.91,97.15,31.73,4,1,0,0,0,1,0.22828870282279828,Safe
R01522,Village Road,0.85,3,6.7,2,857.7,35.76,159.43,33.35,1,2,1,1,0,0,0.7367553257292192,High
R01523,State Highway,4.72,0,9.62,1,1377.1,2.19,86.97,12.24,2,1,1,0,0,1,0.3305783672980354,Moderate
R01524,Highway,1.85,0,4.18,0,1767.6,39.94,31.82,27.55,3,5,0,0,1,1,0.27049480026113765,Moderate
R01525,District Road,11.62,1,8.88,2,1838.6,28.23,34.84,25.75,4,2,0,1,0,1,0.40101259996848304,Moderate
R01526,State Highway,15.25,0,10.44,2,670.5,23.32,136.8,25.0,3,2,0,0,0,1,0.1673704055812629,Safe
R01527,State Highway,2.66,1,11.0,0,84.0,11.41,120.08,13.64,0,0,0,0,0,1,0.164554532429079,Safe
R01528,State Highway,16.85,2,8.22,0,1749.9,16.73,32.86,29.33,1,0,0,0,0,1,0.16789315400148722,Safe
R01529,Village Road,11.33,0,5.82,2,2277.4,42.61,25.99,17.89,3,2,0,0,0,1,0.11705130373355958,Safe
R01530,District Road,13.95,2,4.47,2,2003.9,41.02,38.04,15.56,2,3,0,1,0,0,0.44673954401154065,Moderate
R01531,State Highway,19.44,1,6.11,0,1575.0,28.15,62.23,27.68,3,2,0,0,0,1,0.0435522513404851,Safe
R01532,District Road,2.13,0,7.86,2,2445.0,26.05,145.27,15.38,3,2,1,0,0,1,0.393482282718682,Moderate
R01533,District Road,18.07,0,4.77,0,1111.1,9.47,62.44,22.47,3,2,0,0,0,1,0.07093523954365491,Safe
